year,lencat,majgear,R_REV,trev,prev,pshannonrev,pHHIrev,Shannonrev,eShannonrev,HHIrev,fleet_count
1996,75 and above,Longline,2446498.132282019,622319872,.0039312551,.021774422,.15454766,2.1990237,9.0162067,1620.2534,36
1996,75 and above,Gillnet,254626.7551431656,622319872,.00040915736,.0031920047,.0016740975,2.1990237,9.0162067,1620.2534,36
1996,50 to < 75',Bottom Trawl,146388970.6607794,622319872,.23523107,.34042335,553.33655,2.1990237,9.0162067,1620.2534,36
1996,50 to < 75',Gillnet,9182280.662573785,622319872,.014754921,.062209383,2.1770771,2.1990237,9.0162067,1620.2534,36
1996,50 to < 75',Midwater Trawl,766861.9716000557,622319872,.0012322634,.0082548121,.015184731,2.1990237,9.0162067,1620.2534,36
1996,75 and above,Pot,14329034.92900777,622319872,.023025192,.08683183,5.3015947,2.1990237,9.0162067,1620.2534,36
1996,75 and above,Scallop Dredge,148715636.4948563,622319872,.23896977,.34206569,571.06555,2.1990237,9.0162067,1620.2534,36
1996,75 and above,Midwater Trawl,1499321.745815217,622319872,.0024092461,.014523999,.058044665,2.1990237,9.0162067,1620.2534,36
1996,50 to < 75',Longline,3969504.561755776,622319872,.0063785599,.032242429,.40686026,2.1990237,9.0162067,1620.2534,36
1996,75 and above,Clam Dredge,693441.0166320801,622319872,.0011142839,.0075766216,.012416286,2.1990237,9.0162067,1620.2534,36
1996,50 to < 75',Pot,9346851.763217509,622319872,.015019369,.063057542,2.2558146,2.1990237,9.0162067,1620.2534,36
1996,30 to < 50,Pot,42661165.35670508,622319872,.068551831,.18373023,46.993534,2.1990237,9.0162067,1620.2534,36
1996,Less than 30',Bottom Trawl,46044.73754346371,622319872,.000073988856,.0007037521,.000054743508,2.1990237,9.0162067,1620.2534,36
1996,75 and above,OTH,1195289.834339142,622319872,.0019207001,.012014105,.036890887,2.1990237,9.0162067,1620.2534,36
1997,75 and above,Pot,5536331.525701702,546016832,.010139489,.046553615,1.0280923,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Gillnet,7586521.420454726,546016832,.0138943,.059415869,1.9305158,2.162945,8.6967125,1659.5751,34
1997,75 and above,Gillnet,179791.7494338751,546016832,.00032927876,.0026403565,.001084245,2.162945,8.6967125,1659.5751,34
1997,Less than 30',Longline,428512.5391503572,546016832,.0007847973,.0056113675,.0061590681,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Gillnet,35502196.06562421,546016832,.06502033,.17770416,42.276432,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Pot,6865182.889170468,546016832,.012573208,.055022709,1.5808555,2.162945,8.6967125,1659.5751,34
1997,75 and above,Hand,48973.36398899555,546016832,.000089692039,.00083585165,.000080446618,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Scallop Dredge,4672471.247710466,546016832,.0085573755,.040741336,.73228675,2.162945,8.6967125,1659.5751,34
1997,75 and above,OTH,2161251.249455988,546016832,.0039582136,.021896688,.15667455,2.162945,8.6967125,1659.5751,34
1997,Less than 30',Pot,1591768.556723714,546016832,.0029152371,.017018583,.084986076,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Hand,891.7608753442764,546016832,1.6332114e-06,.00002176248,2.6673794e-08,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Purse Seine,127931.506526947,546016832,.00023429957,.001958489,.00054896291,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Bottom Trawl,126726312.0064272,546016832,.23209232,.33899871,538.66846,2.162945,8.6967125,1659.5751,34
1997,75 and above,Scallop Dredge,129688137.4557254,546016832,.23751675,.34143439,564.14203,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Clam Dredge,115262.9454336166,546016832,.00021109779,.0017865605,.00044562278,2.162945,8.6967125,1659.5751,34
1997,Less than 30',Hand,1358087.936224855,546016832,.0024872639,.014915057,.061864816,2.162945,8.6967125,1659.5751,34
1997,75 and above,Purse Seine,4703002.785998583,546016832,.0086132931,.040951461,.74188817,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Longline,5671990.807419717,546016832,.010387941,.047442868,1.0790932,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Hand,3352009.81224169,546016832,.0061390228,.031266592,.376876,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Other Dredge,377521.8403922915,546016832,.00069141062,.0050312406,.0047804862,2.162945,8.6967125,1659.5751,34
1997,75 and above,Longline,3656326.657515883,546016832,.0066963625,.033523269,.44841272,2.162945,8.6967125,1659.5751,34
1997,75 and above,Midwater Trawl,775096.5028535128,546016832,.0014195469,.0093085617,.020151135,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Midwater Trawl,389410.1485089958,546016832,.00071318343,.0051675644,.005086306,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Scallop Dredge,18420557.47670239,546016832,.033736244,.11433829,11.381342,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Bottom Trawl,27584507.07107417,546016832,.050519519,.15082075,25.522217,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,OTH,1725378.0268673,546016832,.0031599356,.018192392,.099851929,2.162945,8.6967125,1659.5751,34
1997,Less than 30',OTH,1306.081095695496,546016832,2.3920161e-06,.00003096076,5.7217409e-08,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',Longline,1585760.979892969,546016832,.0029042347,.016965335,.084345788,2.162945,8.6967125,1659.5751,34
1997,Less than 30',Gillnet,260685.9388937056,546016832,.00047743207,.0036509654,.0022794139,2.162945,8.6967125,1659.5751,34
1997,50 to < 75',OTH,7210555.610836178,546016832,.013205739,.0571426,1.7439153,2.162945,8.6967125,1659.5751,34
1997,Less than 30',Scallop Dredge,26686.54385566711,546016832,.000048874947,.00048514473,.000023887604,2.162945,8.6967125,1659.5751,34
1997,75 and above,Bottom Trawl,112774568.8402113,546016832,.20654047,.32576779,426.58963,2.162945,8.6967125,1659.5751,34
1997,Less than 30',Bottom Trawl,33099.89465332031,546016832,.000060620649,.00058867951,.000036748632,2.162945,8.6967125,1659.5751,34
1997,30 to < 50,Pot,34878723.72399062,546016832,.063878477,.17571518,40.804596,2.162945,8.6967125,1659.5751,34
1998,50 to < 75',Gillnet,8261607.127207041,516249024,.016003143,.066172518,2.5610058,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Gillnet,1226390.430989854,516249024,.0023755792,.01435447,.056433767,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Bottom Trawl,25845924.07113807,516249024,.050064839,.14991598,25.064882,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Hand,40070.31065611541,516249024,.000077618184,.00073455588,.000060245824,2.1931791,8.9636641,1628.5479,37
1998,Less than 30',Hand,1819903.461076301,516249024,.0035252434,.01990989,.12427341,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Purse Seine,666756.8254394531,516249024,.001291541,.0085912263,.016680783,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,OTH,952583.5366905928,516249024,.0018452016,.011615852,.034047689,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Pot,31045534.31164948,516249024,.060136743,.16905245,36.16428,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Longline,7474243.602602318,516249024,.014477981,.06131608,2.0961194,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Scallop Dredge,3104186.733219743,516249024,.0060129641,.030749321,.36155736,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Midwater Trawl,3722026.463728905,516249024,.0072097499,.035560802,.51980495,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Clam Dredge,305904.5488891602,516249024,.0005925523,.0044032983,.0035111823,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Purse Seine,59768.11869812012,516249024,.00011577382,.0010493591,.00013403576,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Longline,5087545.531713963,516249024,.009854828,.045527272,.97117633,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Gillnet,41929153.98407737,516249024,.081218854,.2039087,65.965019,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Other Dredge,75086.45640850067,516249024,.00014544619,.0012851196,.00021154594,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Purse Seine,1355988.926607609,516249024,.0026266179,.015607516,.068991214,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Hand,3579169.330207825,516249024,.0069330288,.034467265,.48066887,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Hand,2517.694321632385,516249024,4.8768989e-06,.000059649356,2.3784142e-07,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Bottom Trawl,113017327.756062,516249024,.21892017,.33255029,479.26041,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Pot,6397445.520693034,516249024,.01239217,.054410182,1.5356587,2.1931791,8.9636641,1628.5479,37
1998,Less than 30',Gillnet,122898.981541276,516249024,.00023806143,.0019861422,.00056673243,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',OTH,2487722.095208883,516249024,.0048188413,.025709588,.23221232,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Bottom Trawl,124141705.674224,516249024,.24046865,.34270763,578.25171,2.1931791,8.9636641,1628.5479,37
1998,Less than 30',Bottom Trawl,21900.8083562851,516249024,.000042422955,.00042710672,.00001799707,2.1931791,8.9636641,1628.5479,37
1998,Less than 30',Pot,1411398.723321885,516249024,.0027339493,.016135791,.074744791,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Scallop Dredge,106659933.50152,516249024,.20660558,.32580537,426.85867,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Scallop Dredge,12892279.67063463,516249024,.024972986,.092149332,6.2365007,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Pot,5090925.833747089,516249024,.0098613761,.045550972,.97246742,2.1931791,8.9636641,1628.5479,37
1998,Less than 30',Longline,578924.6210246086,516249024,.0011214057,.0076179025,.012575508,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Clam Dredge,14378.63903808594,516249024,.000027852138,.00029212996,7.7574159e-06,2.1931791,8.9636641,1628.5479,37
1998,75 and above,OTH,2195531.764798321,516249024,.0042528543,.023221286,.1808677,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Longline,3299913.668873206,516249024,.0063920966,.032297302,.40858901,2.1931791,8.9636641,1628.5479,37
1998,75 and above,Clam Dredge,23943.05326843262,516249024,.000046378882,.00046279939,.000021510006,2.1931791,8.9636641,1628.5479,37
1998,30 to < 50,Other Dredge,375189.1779902577,516249024,.00072676007,.0052522328,.0052818023,2.1931791,8.9636641,1628.5479,37
1998,50 to < 75',Midwater Trawl,869147.0200277567,516249024,.0016835809,.010752749,.028344447,2.1931791,8.9636641,1628.5479,37
1998,Less than 30',OTH,94080.35984480381,516249024,.00018223833,.0015691076,.00033210812,2.1931791,8.9636641,1628.5479,37
1999,30 to < 50,Hand,4695970.278693616,587500544,.0079931337,.038600221,.63890189,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Longline,8005107.573473692,587500544,.013625703,.058533259,1.8565978,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,OTH,1223904.719988048,587500544,.0020832401,.012861572,.043398891,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Other Dredge,225768.7323266566,587500544,.00038428686,.0030220784,.0014767639,2.0759583,7.9721823,1792.1907,35
1999,Less than 30',Pot,372520.001081109,587500544,.00063407602,.0046689184,.0040205237,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Bottom Trawl,114986493.0742412,587500544,.19572151,.31923401,383.06909,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Bottom Trawl,126937308.5444696,587500544,.21606331,.3310487,466.83353,2.0759583,7.9721823,1792.1907,35
1999,Less than 30',Clam Dredge,26459.96018505096,587500544,.000045038189,.00045074217,.000020284384,2.0759583,7.9721823,1792.1907,35
1999,Less than 30',Hand,1490688.052212864,587500544,.002537339,.01516476,.064380892,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Purse Seine,438947.2287597656,587500544,.00074714352,.0053788754,.0055822344,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Gillnet,1534149.760053158,587500544,.0026113163,.01553185,.068189725,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Other Dredge,744408.1239326596,587500544,.0012670765,.0084527219,.016054828,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Longline,2930259.163470984,587500544,.0049876706,.026438575,.24876858,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Pot,5540768.350277185,587500544,.0094310865,.043984171,.88945395,2.0759583,7.9721823,1792.1907,35
1999,Less than 30',OTH,82557.50279045105,587500544,.00014052328,.0012464607,.00019746792,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Gillnet,8707952.423388772,587500544,.014822033,.062425073,2.1969266,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Hand,181167.9915544987,587500544,.00030837077,.0024929333,.00095092534,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Scallop Dredge,23387290.03117752,587500544,.039808117,.1283288,15.846862,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Purse Seine,421741.8626613617,587500544,.00071785785,.0051967446,.0051531992,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Midwater Trawl,636721.305832386,587500544,.00108378,.0073992913,.01174579,2.0759583,7.9721823,1792.1907,35
1999,75 and above,OTH,594901.0355656445,587500544,.0010125965,.0069820937,.010253517,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Pot,37250084.96989012,587500544,.063404344,.17488332,40.201107,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Bottom Trawl,19996370.52014149,587500544,.034036342,.11505394,11.584725,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',OTH,2577957.488422245,587500544,.0043880087,.023821972,.1925462,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Midwater Trawl,79001.04366493225,587500544,.00013446974,.0011986863,.00018082111,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Longline,2057626.886425853,587500544,.0035023403,.019803366,.12266388,2.0759583,7.9721823,1792.1907,35
1999,50 to < 75',Clam Dredge,138.1651725769043,587500544,2.3517454e-07,3.5894543e-06,5.5307064e-10,2.0759583,7.9721823,1792.1907,35
1999,Less than 30',Longline,779467.390488565,587500544,.0013267518,.0087897591,.017602703,2.0759583,7.9721823,1792.1907,35
1999,Less than 30',Gillnet,84910.83032763004,587500544,.00014452894,.0012779293,.00020888614,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Purse Seine,1010190.695781708,587500544,.0017194719,.010945708,.029565835,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Clam Dredge,4393.695404052734,587500544,7.4786235e-06,.000088273649,5.5929809e-07,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Pot,6844775.90219605,587500544,.011650671,.051873349,1.3573815,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Gillnet,44995485.54111135,587500544,.07658799,.19677867,58.657204,2.0759583,7.9721823,1792.1907,35
1999,30 to < 50,Scallop Dredge,1641806.868833542,587500544,.0027945624,.01643225,.078095786,2.0759583,7.9721823,1792.1907,35
1999,75 and above,Scallop Dredge,167013269.3787809,587500544,.28427765,.35756552,808.13782,2.0759583,7.9721823,1792.1907,35
2000,30 to < 50,Longline,4940465.505442083,636958144,.0077563426,.037689965,.60160851,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',OTH,2417483.736775219,636958144,.0037953572,.021155233,.14404736,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Bottom Trawl,104881652.1027625,636958144,.1646602,.2970258,271.12982,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,OTH,794781.5062610507,636958144,.0012477767,.0083431238,.015569466,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',Gillnet,328650.641068697,636958144,.000515969,.0039056088,.0026622401,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Hand,35204.99372921884,636958144,.000055270499,.00054183172,.000030548279,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',Pot,292859.7933503985,636958144,.0004597787,.0035332914,.0021139646,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Scallop Dredge,2071511.170769691,636958144,.0032521936,.01862995,.10576763,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Pot,5294625.859333843,636958144,.0083123604,.039816305,.69095337,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Scallop Dredge,34441436.02688348,636958144,.054071743,.15775126,29.237534,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Clam Dredge,100379.2770996094,636958144,.00015759164,.0013797941,.00024835125,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Longline,2203604.114616275,636958144,.0034595744,.019604057,.11968655,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Longline,2136247.87425828,636958144,.0033538276,.019108946,.1124816,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Clam Dredge,2439.520346641541,636958144,3.8299540e-06,.000047769707,1.4668548e-07,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',Clam Dredge,112504.473285675,636958144,.00017662773,.0015263226,.00031197353,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Hand,4335989.960368454,636958144,.0068073389,.033966947,.46339864,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',Hand,1573540.938673496,636958144,.0024703993,.014830735,.061028726,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Gillnet,2372716.620333076,636958144,.0037250747,.020833107,.13876182,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Midwater Trawl,883856.4889526367,636958144,.001387621,.009130775,.019254921,2.0339973,7.6445832,1904.8994,34
2000,75 and above,OTH,3071410.772142291,636958144,.0048219976,.025723269,.2325166,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Bottom Trawl,24973321.08919635,636958144,.03920716,.1269879,15.372014,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Pot,4451025.645795971,636958144,.0069879405,.034685127,.48831314,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Gillnet,11246825.80429259,636958144,.017657088,.071274921,3.1177275,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Clam Dredge,15476.49768066406,636958144,.000024297511,.00025816436,5.9036906e-06,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',OTH,160317.1335248947,636958144,.00025169179,.0020858466,.00063348754,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Purse Seine,1437964.651887894,636958144,.0022575497,.013756323,.050965305,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Pot,33211142.19772402,636958144,.052140228,.15401277,27.186035,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',Longline,563208.3673633337,636958144,.00088421564,.0062167519,.0078183729,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Gillnet,47185210.00381081,636958144,.074078977,.19279969,54.876949,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Hand,1386.048233032227,636958144,2.1760429e-06,.000028371252,4.7351627e-08,2.0339973,7.6445832,1904.8994,34
2000,75 and above,Scallop Dredge,207411757.9033642,636958144,.32562855,.36535457,1060.3395,2.0339973,7.6445832,1904.8994,34
2000,30 to < 50,Other Dredge,259385.5555638075,636958144,.00040722542,.0031788601,.0016583254,2.0339973,7.6445832,1904.8994,34
2000,50 to < 75',Bottom Trawl,133667128.1072612,636958144,.20985229,.32765317,440.37985,2.0339973,7.6445832,1904.8994,34
2000,Less than 30',Bottom Trawl,82603.80423212051,636958144,.00012968482,.0011607314,.00016818152,2.0339973,7.6445832,1904.8994,34
2001,50 to < 75',Bottom Trawl,130375095.7080063,665150528,.19600841,.31941485,384.19299,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',Scallop Dredge,334.502685546875,665150528,5.0289771e-07,7.2934645e-06,2.5290610e-09,2.0311174,7.6225996,1901.2292,32
2001,75 and above,OTH,465339.1821889877,665150528,.0006995998,.0050825942,.0048943986,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Scallop Dredge,4450232.47153528,665150528,.0066905646,.033500038,.44763654,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',OTH,71035.6494140625,665150528,.00010679635,.00097660848,.00011405461,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Gillnet,45707758.50933796,665150528,.068717919,.18400909,47.221523,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Pot,31107188.26178652,665150528,.046767142,.14322785,21.871655,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,OTH,1305245.569633365,665150528,.0019623311,.012232431,.038507435,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',Scallop Dredge,48876769.62273002,665150528,.073482268,.19184098,53.996437,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Pot,7988960.274080932,665150528,.012010755,.053110991,1.4425824,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',Clam Dredge,326007.3879225254,665150528,.00049012573,.003735174,.0024022323,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Hand,7142206.694470435,665150528,.01073773,.04868478,1.1529886,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',Purse Seine,914502.5312949419,665150528,.0013748806,.009059622,.018902965,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Hand,47345.52553230524,665150528,.000071180169,.00067979173,.000050666164,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',Pot,5220875.916449681,665150528,.0078491643,.038047634,.61609381,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',Longline,411352.4540872574,665150528,.00061843515,.0045691957,.0038246203,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Longline,5787476.833754003,665150528,.0087010032,.041280318,.75707453,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',Bottom Trawl,49154.55430597067,665150528,.000073899893,.00070299482,.000054611941,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',Hand,1883043.975170337,665150528,.0028310043,.016609853,.080145858,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Longline,2433442.896412373,665150528,.0036584844,.020526681,.13384509,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Gillnet,8701.925799429417,665150528,.000013082641,.00014710415,1.7115550e-06,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Clam Dredge,143277.4792404175,665150528,.00021540609,.0018186705,.00046399786,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Other Dredge,60739.73762321472,665150528,.000091317284,.00084935763,.000083388462,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Scallop Dredge,222129342.6970524,665150528,.3339535,.36626467,1115.2494,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',Longline,325359.3451194763,665150528,.00048915145,.0037287225,.0023926916,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',Gillnet,9926169.540862322,665150528,.014923193,.062749617,2.2270167,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Bottom Trawl,106413431.4281069,665150528,.15998398,.29319969,255.94873,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',Gillnet,360406.9931486547,665150528,.00054184278,.0040749474,.002935936,2.0311174,7.6225996,1901.2292,32
2001,30 to < 50,Bottom Trawl,26241283.36892912,665150528,.039451648,.12753454,15.564325,2.0311174,7.6225996,1901.2292,32
2001,Less than 30',Pot,506326.0239373147,665150528,.00076122023,.0054660086,.0057945624,2.0311174,7.6225996,1901.2292,32
2001,50 to < 75',OTH,1565812.532234728,665150528,.0023540724,.014245925,.055416569,2.0311174,7.6225996,1901.2292,32
2001,75 and above,Purse Seine,2906307.39858532,665150528,.0043693981,.023739507,.1909164,2.0311174,7.6225996,1901.2292,32
2002,50 to < 75',Longline,1596928.577832222,686556352,.0023259979,.014103935,.054102663,1.9936273,7.3421178,2024.4055,33
2002,30 to < 50,Other Dredge,113376.4097709656,686556352,.00016513781,.0014381406,.00027270496,1.9936273,7.3421178,2024.4055,33
2002,50 to < 75',Gillnet,7111598.833637923,686556352,.010358362,.047337309,1.0729566,1.9936273,7.3421178,2024.4055,33
2002,75 and above,Bottom Trawl,101368788.3216149,686556352,.14764817,.28243959,217.99982,1.9936273,7.3421178,2024.4055,33
2002,30 to < 50,Gillnet,46219572.24366663,686556352,.067320868,.18165089,45.320992,1.9936273,7.3421178,2024.4055,33
2002,Less than 30',Longline,355019.9454884529,686556352,.00051710242,.0039130533,.0026739491,1.9936273,7.3421178,2024.4055,33
2002,30 to < 50,Hand,5199533.719966136,686556352,.0075733531,.036981586,.57355678,1.9936273,7.3421178,2024.4055,33
2002,Less than 30',OTH,88291.71002244949,686556352,.00012860082,.0011521087,.0001653817,1.9936273,7.3421178,2024.4055,33
2002,75 and above,Clam Dredge,128235.661529541,686556352,.00018678098,.0016036219,.00034887134,1.9936273,7.3421178,2024.4055,33
